cik,name,sic4,sic1,sic2,sic3,countryba,bas1
"1379245_ENIGMA-BULWARK, LTD","ENIGMA-BULWARK, LTD",7381,70,73,738,US,3415 S SEPULVEDA BLVD STE 1100-1234
"1380106_RAPID MICRO BIOSYSTEMS, INC.","RAPID MICRO BIOSYSTEMS, INC.",3826,20,38,382,US,1001 PAWTUCKET BLVD.
"1381197_INTERACTIVE BROKERS GROUP, INC.","INTERACTIVE BROKERS GROUP, INC.",6211,60,62,621,US,ONE PICKWICK PLAZA
"1381507_LIMEADE, INC","LIMEADE, INC",7372,70,73,737,US,10885 NE 4TH STREET
1381668_TFS FINANCIAL CORP,TFS FINANCIAL CORP,6035,60,60,603,US,7007 BROADWAY AVENUE
1382821_REDFIN CORP,REDFIN CORP,6531,60,65,653,US,"1099 STEWART STREET, SUITE 600"
"1383312_BROADRIDGE FINANCIAL SOLUTIONS, INC.","BROADRIDGE FINANCIAL SOLUTIONS, INC.",7389,70,73,738,US,5 DAKOTA DRIVE
"1383650_CHENIERE ENERGY PARTNERS, L.P.","CHENIERE ENERGY PARTNERS, L.P.",4924,40,49,492,US,700 MILAM ST.
"1384101_VERACYTE, INC.","VERACYTE, INC.",8071,70,80,807,US,"6000 SHORELINE COURT, SUITE 300"
"1384905_RINGCENTRAL, INC.","RINGCENTRAL, INC.",7374,70,73,737,US,20 DAVIS DRIVE
"1385613_GREENLIGHT CAPITAL RE, LTD.","GREENLIGHT CAPITAL RE, LTD.",6331,60,63,633,KY,"65 MARKET STREET, SUITE 1207,"
1385849_ENERGY FUELS INC,ENERGY FUELS INC,1400,10,14,140,US,"225 UNION BLVD., SUITE 600"
1386278_GREEN DOT CORP,GREEN DOT CORP,6199,60,61,619,US,114 W 7TH STREET SUITE 240
1445942_TEXAS MINERAL RESOURCES CORP.,TEXAS MINERAL RESOURCES CORP.,1040,10,10,104,US,539 EL PASO STREET
1501078_OCONEE FEDERAL FINANCIAL CORP.,OCONEE FEDERAL FINANCIAL CORP.,6035,60,60,603,US,115 E. NORTH SECOND STREET
"1341726_GULFSLOPE ENERGY, INC.","GULFSLOPE ENERGY, INC.",1311,10,13,131,US,"1331 LAMAR ST., SUITE 1665"
1460235_ABRDN PLATINUM ETF TRUST,ABRDN PLATINUM ETF TRUST,6221,60,62,622,US,712 FIFTH AVENUE
1450923_ABRDN GOLD ETF TRUST,ABRDN GOLD ETF TRUST,6221,60,62,622,US,C/O ABERDEEN STANDARD INVESTMENTS
1483386_ABRDN PRECIOUS METALS BASKET ETF TRUST,ABRDN PRECIOUS METALS BASKET ETF TRUST,6221,60,62,622,US,712 FIFTH AVENUE
1450922_ABRDN SILVER ETF TRUST,ABRDN SILVER ETF TRUST,6221,60,62,622,US,712 FIFTH AVENUE
1459862_ABRDN PALLADIUM ETF TRUST,ABRDN PALLADIUM ETF TRUST,6221,60,62,622,US,712 FIFTH AVENUE
"1157647_WESTERN NEW ENGLAND BANCORP, INC.","WESTERN NEW ENGLAND BANCORP, INC.",6035,60,60,603,US,141 ELM STREET
1430306_TONIX PHARMACEUTICALS HOLDING CORP.,TONIX PHARMACEUTICALS HOLDING CORP.,2834,20,28,283,US,"26 MAIN STREET, SUITE 101"
887247_ADAMIS PHARMACEUTICALS CORP,ADAMIS PHARMACEUTICALS CORP,2834,20,28,283,US,11682 EL CAMINO REAL
1837824_SPROTT ESG GOLD ETF,SPROTT ESG GOLD ETF,6221,60,62,622,CA,"ROYAL BANK PLAZA, SOUTH TOWER"
949961_INCOME OPPORTUNITY REALTY INVESTORS INC /TX/,INCOME OPPORTUNITY REALTY INVESTORS INC /TX/,6798,60,67,679,US,1603 LBJ FREEWAY
"1615222_MOODY NATIONAL REIT II, INC.","MOODY NATIONAL REIT II, INC.",6798,60,67,679,US,6363 WOODWAY
"1462103_MEWBOURNE ENERGY PARTNERS 09-A, L.P.","MEWBOURNE ENERGY PARTNERS 09-A, L.P.",1311,10,13,131,US,3901 S. BROADWAY
"1491262_MEWBOURNE ENERGY PARTNERS 10-A, L.P.","MEWBOURNE ENERGY PARTNERS 10-A, L.P.",1381,10,13,138,US,3901 BROADWAY
861441_FUTURES PORTFOLIO FUND L.P.,FUTURES PORTFOLIO FUND L.P.,6221,60,62,622,US,"C/O STEBEN & COMPANY, INC."
889348_CPI AEROSTRUCTURES INC,CPI AEROSTRUCTURES INC,3728,20,37,372,US,200A EXECUTIVE DR
1007273_BANK OF SOUTH CAROLINA CORP,BANK OF SOUTH CAROLINA CORP,6022,60,60,602,US,256 MEETING ST
1282980_NOVINT TECHNOLOGIES INC,NOVINT TECHNOLOGIES INC,3577,20,35,357,US,480 JOHNSON ROAD
1377149_CAREVIEW COMMUNICATIONS INC,CAREVIEW COMMUNICATIONS INC,3663,20,36,366,US,405 STATE HIGHWAY 121
883107_NANOPHASE TECHNOLOGIES CORP,NANOPHASE TECHNOLOGIES CORP,2844,20,28,284,US,1319 MARQUETTE DRIVE
731122_CCFNB BANCORP INC,CCFNB BANCORP INC,6022,60,60,602,US,232 E ST
1387467_ALPHA & OMEGA SEMICONDUCTOR LTD,ALPHA & OMEGA SEMICONDUCTOR LTD,3674,20,36,367,US,475 OAKMEAD PARKWAY
"1388658_IRHYTHM TECHNOLOGIES, INC.","IRHYTHM TECHNOLOGIES, INC.",3841,20,38,384,US,699 8TH STREET
"1389050_ARCHROCK, INC.","ARCHROCK, INC.",4922,40,49,492,US,9807 KATY FREEWAY
"1390478_SELLAS LIFE SCIENCES GROUP, INC.","SELLAS LIFE SCIENCES GROUP, INC.",2834,20,28,283,US,7 TIMES SQUARE
1390777_BANK OF NEW YORK MELLON CORP,BANK OF NEW YORK MELLON CORP,6022,60,60,602,US,240 GREENWICH STREET
"1391127_EDGIO, INC.","EDGIO, INC.",7389,70,73,738,US,11811 N. TATUM BLVD.
"1392380_GEVO, INC.","GEVO, INC.",2860,20,28,286,US,"345 INVERNESS DRIVE SOUTH, BUILDING C"
"1392972_PROS HOLDINGS, INC.","PROS HOLDINGS, INC.",7371,70,73,737,US,3200 KIRBY DR.
1393052_VEEVA SYSTEMS INC,VEEVA SYSTEMS INC,7372,70,73,737,US,4280 HACIENDA DRIVE
1393311_PUBLIC STORAGE,PUBLIC STORAGE,6798,60,67,679,US,701 WESTERN AVENUE
1393612_DISCOVER FINANCIAL SERVICES,DISCOVER FINANCIAL SERVICES,6141,60,61,614,US,2500 LAKE COOK ROAD
1393726_TIPTREE INC.,TIPTREE INC.,6331,60,63,633,US,660 STEAMBOAT ROAD
"1393883_DHI GROUP, INC.","DHI GROUP, INC.",7389,70,73,738,US,6465 SOUTH GREENWOOD PLAZA
1367408_SINO AMERICAN OIL CO,SINO AMERICAN OIL CO,1311,10,13,131,US,2123 PIONEER AVE
1067873_AS-IP TECH INC,AS-IP TECH INC,3728,20,37,372,US,100 PARK AVENUE 16TH FLOOR
1551887_DUESENBERG TECHNOLOGIES INC.,DUESENBERG TECHNOLOGIES INC.,7372,70,73,737,MY,"NO 21, DENAI ENDAU 3"
1680132_CANNABIS SUISSE CORP.,CANNABIS SUISSE CORP.,2600,20,26,260,US,10 NORTH NEWNAN STREET
1832161_KEYSTAR CORP.,KEYSTAR CORP.,5900,52,59,590,US,"78 SW 7TH STREET, SUITE 800"
1693696_UNITED CAPITAL CONSULTANTS INC.,UNITED CAPITAL CONSULTANTS INC.,8741,70,87,874,US,3210 EAST CORALBELL AVENUE
"1431074_BERGIO INTERNATIONAL, INC.","BERGIO INTERNATIONAL, INC.",3910,20,39,391,US,12 DANIEL ROAD
"1575659_RAPID THERAPEUTIC SCIENCE LABORATORIES, INC.","RAPID THERAPEUTIC SCIENCE LABORATORIES, INC.",2834,20,28,283,US,15800 DOOLEY RD.
1493712_CELL MEDX CORP.,CELL MEDX CORP.,5900,52,59,590,US,"123 W. NYE LN, SUITE 446"
"1778343_LUCENT, INC.","LUCENT, INC.",6770,60,67,677,US,1633 EAST FOURTH STREET
772263_NITCHES INC,NITCHES INC,2330,20,23,233,US,1333 N. BUFFALO DR.
1498372_IWALLET CORP,IWALLET CORP,3669,20,36,366,US,401 RYLAND ST.
"1739208_TENAYA GROUP, INC.","TENAYA GROUP, INC.",6770,60,67,677,US,626 WILSHIRE BLVD.
"1395942_KAR AUCTION SERVICES, INC.","KAR AUCTION SERVICES, INC.",5500,52,55,550,US,11299 N. ILLINOIS STREET
"1395942_OPENLANE, INC.","OPENLANE, INC.",5500,52,55,550,US,11299 N. ILLINOIS STREET
1396009_VULCAN MATERIALS CO,VULCAN MATERIALS CO,1400,10,14,140,US,1200 URBAN CENTER DRIVE
"1396814_PACIRA BIOSCIENCES, INC.","PACIRA BIOSCIENCES, INC.",2834,20,28,283,US,5401 WEST KENNEDY BOULEVARD
1397187_LULULEMON ATHLETICA INC.,LULULEMON ATHLETICA INC.,2300,20,23,230,CA,1818 CORNWALL AVENUE
1397702_SILK ROAD MEDICAL INC,SILK ROAD MEDICAL INC,3841,20,38,384,US,1213 INNSBRUCK DR.
1397911_LPL FINANCIAL HOLDINGS INC.,LPL FINANCIAL HOLDINGS INC.,6200,60,62,620,US,4707 EXECUTIVE DRIVE
1398659_GENPACT LTD,GENPACT LTD,8742,70,87,874,BM,CANON'S COURT
1398987_ANYWHERE REAL ESTATE INC.,ANYWHERE REAL ESTATE INC.,6531,60,65,653,US,175 PARK AVENUE
1399306_BREWBILT BREWING CO,BREWBILT BREWING CO,2082,20,20,208,US,175 JOERSCHKE DR.
"1400891_IHEARTMEDIA, INC.","IHEARTMEDIA, INC.",4832,40,48,483,US,20880 STONE OAK PARKWAY
"1401257_FORUM ENERGY TECHNOLOGIES, INC.","FORUM ENERGY TECHNOLOGIES, INC.",3533,20,35,353,US,10344 SAM HOUSTON PARK DRIVE
1401521_UNITED INSURANCE HOLDINGS CORP.,UNITED INSURANCE HOLDINGS CORP.,6331,60,63,633,US,800 2ND AVE S
1401521_AMERICAN COASTAL INSURANCE CORP,AMERICAN COASTAL INSURANCE CORP,6331,60,63,633,US,800 2ND AVE S
1401708_NANOSTRING TECHNOLOGIES INC,NANOSTRING TECHNOLOGIES INC,2836,20,28,283,US,530 FAIRVIEW AVENUE NORTH
"1401914_DARE BIOSCIENCE, INC.","DARE BIOSCIENCE, INC.",2834,20,28,283,US,3655 NOBEL DRIVE
1402057_CDW CORP,CDW CORP,5961,52,59,596,US,200 N MILWAUKEE AVENUE
"1402479_MEDAVAIL HOLDINGS, INC.","MEDAVAIL HOLDINGS, INC.",5912,52,59,591,US,4720 E COTTON GIN LOOP
1402829_ORION GROUP HOLDINGS INC,ORION GROUP HOLDINGS INC,1600,15,16,160,US,12000 AEROSPACE SUITE 300
1403161_VISA INC.,VISA INC.,7389,70,73,738,US,P.O. BOX 8999
"1403256_SCULPTOR CAPITAL MANAGEMENT, INC.","SCULPTOR CAPITAL MANAGEMENT, INC.",6282,60,62,628,US,9 WEST 57TH STREET FL 39
"1403431_HERITAGE-CRYSTAL CLEAN, INC.","HERITAGE-CRYSTAL CLEAN, INC.",4950,40,49,495,US,2000 CENTER DRIVE
1403475_BANK OF MARIN BANCORP,BANK OF MARIN BANCORP,6022,60,60,602,US,"504 REDWOOD BOULEVARD, SUITE 100"
"1403528_OAKTREE CAPITAL GROUP, LLC","OAKTREE CAPITAL GROUP, LLC",6282,60,62,628,US,333 SOUTH GRAND AVENUE
1404123_1LIFE HEALTHCARE INC,1LIFE HEALTHCARE INC,8011,70,80,801,US,"ONE EMBARCADERO CENTER, SUITE 1900"
1404912_KKR & CO. INC.,KKR & CO. INC.,6282,60,62,628,US,30 HUDSON YARDS
"1405495_INTERDIGITAL, INC.","INTERDIGITAL, INC.",6794,60,67,679,US,200 BELLEVUE PARKWAY
1406587_FORESTAR GROUP INC.,FORESTAR GROUP INC.,6500,60,65,650,US,2221 E. LAMAR BLVD.
"1406666_CALIX, INC","CALIX, INC",4899,40,48,489,US,2777 ORCHARD PARKWAY
1407623_RETAIL OPPORTUNITY INVESTMENTS CORP,RETAIL OPPORTUNITY INVESTMENTS CORP,6798,60,67,679,US,11250 EL CAMINO REAL
1408075_GRAPHIC PACKAGING HOLDING CO,GRAPHIC PACKAGING HOLDING CO,2650,20,26,265,US,1500 RIVEREDGE PARKWAY
"1408100_KENNEDY-WILSON HOLDINGS, INC.","KENNEDY-WILSON HOLDINGS, INC.",6500,60,65,650,US,151 S EL CAMINO DR
1408198_MSCI INC.,MSCI INC.,7389,70,73,738,US,7 WORLD TRADE CENTER
"1408534_FIRST GUARANTY BANCSHARES, INC.","FIRST GUARANTY BANCSHARES, INC.",6035,60,60,603,US,400 EAST THOMAS STREET
1408710_FABRINET,FABRINET,3661,20,36,366,US,"FABRINET WEST, INC."
1409171_TITAN MACHINERY INC.,TITAN MACHINERY INC.,5990,52,59,599,US,644 EAST BEATON DRIVE
1409970_LENDINGCLUB CORP,LENDINGCLUB CORP,6141,60,61,614,US,595 MARKET STREET
"1410384_Q2 HOLDINGS, INC.","Q2 HOLDINGS, INC.",7372,70,73,737,US,10355 PECAN PARK BOULEVARD
1782309_SKILLFUL CRAFTSMAN EDUCATION TECHNOLOGY LTD,SKILLFUL CRAFTSMAN EDUCATION TECHNOLOGY LTD,8200,70,82,820,CN,FLOOR 4 BLDG 1 NO. 311 YANXIN RD
764630_UNITED STATES BASKETBALL LEAGUE INC,UNITED STATES BASKETBALL LEAGUE INC,6794,60,67,679,US,8270 WOODLAND CENTER
1718939_T STAMP INC,T STAMP INC,7372,70,73,737,US,3423 PIEDMONT ROAD
784539_EACO CORP,EACO CORP,5065,50,50,506,US,5065 E HUNTER AVE
1588084_TANTECH HOLDINGS LTD,TANTECH HOLDINGS LTD,2860,20,28,286,CN,"NO. 10 CEN SHAN RD, SHUIGE INDTRL ZONE"
1555972_STERLING CONSOLIDATED CORP,STERLING CONSOLIDATED CORP,3050,20,30,305,US,1105 GREEN GROVE ROAD
1798270_ASSURE HOLDINGS CORP.,ASSURE HOLDINGS CORP.,3841,20,38,384,US,7887 EAST BELLEVIEW AVENUE
1780785_CN ENERGY GROUP. INC.,CN ENERGY GROUP. INC.,2860,20,28,286,CN,"BUILDING 2-B, ROOM 206"
"1687451_ZK INTERNATIONAL GROUP CO., LTD.","ZK INTERNATIONAL GROUP CO., LTD.",3490,20,34,349,CN,NO. 678 DINGXIANG ROAD
"1671502_QUOIN PHARMACEUTICALS, LTD.","QUOIN PHARMACEUTICALS, LTD.",3841,20,38,384,IL,23 HATA'AS STREET
"1435508_FIRST SAVINGS FINANCIAL GROUP, INC.","FIRST SAVINGS FINANCIAL GROUP, INC.",6035,60,60,603,US,702 NORTH SHORE DRIVE
1508381_BIONIK LABORATORIES CORP.,BIONIK LABORATORIES CORP.,3842,20,38,384,US,80 COOLIDGE HILL ROAD
"1824403_RESERVOIR MEDIA, INC.","RESERVOIR MEDIA, INC.",7900,70,79,790,US,"200 VARICK STREET, SUITE 801A"
866706_ESCO TECHNOLOGIES INC,ESCO TECHNOLOGIES INC,3669,20,36,366,US,9900 A CLAYTON RD
744452_APPLIED DNA SCIENCES INC,APPLIED DNA SCIENCES INC,7380,70,73,738,US,50 HEALTH SCIENCES DRIVE
1267425_BF GARDEN TAX CREDIT FUND V L.P.,BF GARDEN TAX CREDIT FUND V L.P.,6513,60,65,651,US,101 ARCH STREET
913778_BF GARDEN TAX CREDIT FUND IV L.P.,BF GARDEN TAX CREDIT FUND IV L.P.,6513,60,65,651,US,101 ARCH STREET
1357971_ENERGY SERVICES OF AMERICA CORP,ENERGY SERVICES OF AMERICA CORP,1623,15,16,162,US,75 WEST 3RD AVE.
"1173281_NEUBASE THERAPEUTICS, INC.","NEUBASE THERAPEUTICS, INC.",2834,20,28,283,US,350 TECHNOLOGY DRIVE
1711012_SENMIAO TECHNOLOGY LTD,SENMIAO TECHNOLOGY LTD,6199,60,61,619,CN,"16F, SHIHAO SQUARE, MIDDLE JIANNAN BLVD."
1846235_INTERNATIONAL MEDIA ACQUISITION CORP.,INTERNATIONAL MEDIA ACQUISITION CORP.,7812,70,78,781,US,1604 HWY 130
"1379006_NANOVIRICIDES, INC.","NANOVIRICIDES, INC.",2834,20,28,283,US,1 CONTROLS DRIVE
1328792_TECHPRECISION CORP,TECHPRECISION CORP,3440,20,34,344,US,1 BELLA DRIVE
"727510_ENZON PHARMACEUTICALS, INC.","ENZON PHARMACEUTICALS, INC.",2836,20,28,283,US,"20 COMMERCE DRIVE, SUITE 135"
102109_UNIVERSAL SECURITY INSTRUMENTS INC,UNIVERSAL SECURITY INSTRUMENTS INC,5065,50,50,506,US,"11407 CRONHILL DRIVE, SUITES A-D"
903651_INNODATA INC,INNODATA INC,7374,70,73,737,US,55 CHALLENGER ROAD
1854461_MOUNT RAINIER ACQUISITION CORP.,MOUNT RAINIER ACQUISITION CORP.,6770,60,67,677,US,256 WEST 38TH STREET 15TH FLOOR
"1327068_UNITED STATES OIL FUND, LP","UNITED STATES OIL FUND, LP",6221,60,62,622,US,1850 MT. DIABLO BLVD.
1479247_UNITED STATES COMMODITY INDEX FUNDS TRUST,UNITED STATES COMMODITY INDEX FUNDS TRUST,6221,60,62,622,US,1850 MT. DIABLO BLVD.
"1405528_UNITED STATES 12 MONTH OIL FUND, LP","UNITED STATES 12 MONTH OIL FUND, LP",6221,60,62,622,US,1850 MT. DIABLO BLVD.
"1472494_UNITED STATES BRENT OIL FUND, LP","UNITED STATES BRENT OIL FUND, LP",6221,60,62,622,US,1850 MT. DIABLO BLVD.
1851959_CONCORD ACQUISITION CORP II,CONCORD ACQUISITION CORP II,6770,60,67,677,US,477 MADISON AVENUE
"1396878_UNITED STATES GASOLINE FUND, LP","UNITED STATES GASOLINE FUND, LP",6221,60,62,622,US,1850 MT. DIABLO BLVD.
"1376227_UNITED STATES NATURAL GAS FUND, LP","UNITED STATES NATURAL GAS FUND, LP",6221,60,62,622,US,1850 MT. DIABLO BLVD.
812152_RIDGEFIELD ACQUISITION CORP,RIDGEFIELD ACQUISITION CORP,6770,60,67,677,US,3827 S CARSON ST
1072379_NORTHWEST BIOTHERAPEUTICS INC,NORTHWEST BIOTHERAPEUTICS INC,2834,20,28,283,US,4800 MONTGOMERY LANE
"1124524_CRYOPORT, INC.","CRYOPORT, INC.",2834,20,28,283,US,"112 WESTWOOD PLACE, SUITE 350"
"1405513_UNITED STATES 12 MONTH NATURAL GAS FUND, LP","UNITED STATES 12 MONTH NATURAL GAS FUND, LP",6221,60,62,622,US,1850 MT. DIABLO BLVD.
"723188_COMMUNITY BANK SYSTEM, INC.","COMMUNITY BANK SYSTEM, INC.",6021,60,60,602,US,5790 WIDEWATERS PKWY
1853084_BLUE SAFARI GROUP ACQUISITION CORP,BLUE SAFARI GROUP ACQUISITION CORP,6770,60,67,677,HK,"CHEUNG KONG CENTER, 58 FLOOR, UNIT 5801"
1134115_INTERNATIONAL TOWER HILL MINES LTD,INTERNATIONAL TOWER HILL MINES LTD,1000,10,10,100,CA,200 GRANVILLE STREET
1851182_FUTURE HEALTH ESG CORP.,FUTURE HEALTH ESG CORP.,6770,60,67,677,US,8 THE GREEN
"1279704_CELLECTAR BIOSCIENCES, INC.","CELLECTAR BIOSCIENCES, INC.",2834,20,28,283,US,100 CAMPUS DRIVE
1175151_CYTOSORBENTS CORP,CYTOSORBENTS CORP,3841,20,38,384,US,305 COLLEGE ROAD EAST
1362190_AUDIOEYE INC,AUDIOEYE INC,7372,70,73,737,US,5210 E. WILLIAMS CIRCLE
"854560_GREAT SOUTHERN BANCORP, INC.","GREAT SOUTHERN BANCORP, INC.",6022,60,60,602,US,1451 E BATTLEFIELD
106532_WEYCO GROUP INC,WEYCO GROUP INC,5130,50,51,513,US,333 W ESTABROOK BOULEVARD
6207_AMREP CORP.,AMREP CORP.,6552,60,65,655,US,850 WEST CHESTER PIKE
846475_ZYNEX INC,ZYNEX INC,3845,20,38,384,US,9655 MAROON CIRCLE
925528_HUDSON TECHNOLOGIES INC /NY,HUDSON TECHNOLOGIES INC /NY,5080,50,50,508,US,PO BOX 1541
1782941_TIAN RUIXIANG HOLDINGS LTD,TIAN RUIXIANG HOLDINGS LTD,6411,60,64,641,CN,"21A JINGYUAN ART CENTER, 3 GUANGQU ROAD,"
"1682149_WISA TECHNOLOGIES, INC.","WISA TECHNOLOGIES, INC.",3674,20,36,367,US,15268 NW GREENBRIER PKWY
731653_UNITED BANCORP INC /OH/,UNITED BANCORP INC /OH/,6022,60,60,602,US,201 SOUTH FOURTH STREET
1586554_TARGET GROUP INC.,TARGET GROUP INC.,2833,20,28,283,CA,"55 ADMINISTRATION ROAD, UNIT 13"
1828248_CHURCHILL CAPITAL CORP VII,CHURCHILL CAPITAL CORP VII,6770,60,67,677,US,"640 FIFTH AVENUE, 12TH FLOOR"
"1604191_FIRST WAVE BIOPHARMA, INC.","FIRST WAVE BIOPHARMA, INC.",2834,20,28,283,US,777 YAMATO ROAD
1820875_CXAPP INC.,CXAPP INC.,7372,70,73,737,US,"FOUR PALO ALTO SQUARE, SUITE 200"
1847345_POWERUP ACQUISITION CORP.,POWERUP ACQUISITION CORP.,6770,60,67,677,US,"1200 BROADWAY, FLOOR 3"
"1571934_SYNAPTOGENIX, INC.","SYNAPTOGENIX, INC.",2834,20,28,283,US,"1185 AVENUE OF THE AMERICAS, 3RD FLOOR"
"1094038_MARKER THERAPEUTICS, INC.","MARKER THERAPEUTICS, INC.",2834,20,28,283,US,4551 KENNEDY COMMERCE DR.
1003815_BCTC IV ASSIGNOR CORP,BCTC IV ASSIGNOR CORP,6513,60,65,651,US,101 ARCH STREET
1267426_BCTC V ASSIGNOR CORP,BCTC V ASSIGNOR CORP,6513,60,65,651,US,101 ARCH STREET
"1903382_BLUEROCK HOMES TRUST, INC.","BLUEROCK HOMES TRUST, INC.",6798,60,67,679,US,1345 AVENUE OF THE AMERICAS
1849475_NEWCOURT ACQUISITION CORP,NEWCOURT ACQUISITION CORP,6770,60,67,677,US,"2201 BROADWAY, SUITE 705"
1892922_MARS ACQUISITION CORP.,MARS ACQUISITION CORP.,6770,60,67,677,US,1177 AVENUE OF THE AMERICAS
1855885_SIGNAL HILL ACQUISITION CORP.,SIGNAL HILL ACQUISITION CORP.,6770,60,67,677,US,"2810 N. CHURCH STREET, STE. 94644"
"1442620_RECON TECHNOLOGY, LTD","RECON TECHNOLOGY, LTD",1389,10,13,138,CN,"ROOM 601, 1 SHUI'AN SOUTH STREET"
1853021_METALS ACQUISITION CORP,METALS ACQUISITION CORP,6770,60,67,677,US,425 HOUSTON STREET
1066684_THEGLOBE COM INC,THEGLOBE COM INC,7310,70,73,731,US,110 EAST BROWARD BOULEVARD
"1662684_KULR TECHNOLOGY GROUP, INC.","KULR TECHNOLOGY GROUP, INC.",3670,20,36,367,US,4863 SHAWLINE STREET
"1578742_GPB AUTOMOTIVE PORTFOLIO, LP","GPB AUTOMOTIVE PORTFOLIO, LP",5500,52,55,550,US,159 NORTHERN BLVD
75340_P&F INDUSTRIES INC,P&F INDUSTRIES INC,3540,20,35,354,US,445 BROADHOLLOW ROAD
1863719_EVEREST CONSOLIDATOR ACQUISITION CORP,EVEREST CONSOLIDATOR ACQUISITION CORP,6770,60,67,677,US,4041 MACARTHUR BLVD
1821606_TASTEMAKER ACQUISITION CORP.,TASTEMAKER ACQUISITION CORP.,6770,60,67,677,US,"650 FIFTH AVENUE, FLOOR 10"
1753162_FATHOM HOLDINGS INC.,FATHOM HOLDINGS INC.,6531,60,65,653,US,2000 REGENCY PARKWAY DRIVE
1157762_CHINA AUTOMOTIVE SYSTEMS INC,CHINA AUTOMOTIVE SYSTEMS INC,3714,20,37,371,CN,"NO. 1, HENGLONG ROAD"
1137883_BRAINSTORM CELL THERAPEUTICS INC.,BRAINSTORM CELL THERAPEUTICS INC.,2836,20,28,283,US,1325 AVENUE OF AMERICAS
"894158_THERIVA BIOLOGICS, INC.","THERIVA BIOLOGICS, INC.",2834,20,28,283,US,9605 MEDICAL CENTER DRIVE
"719494_INRAD OPTICS, INC.","INRAD OPTICS, INC.",3679,20,36,367,US,181 LEGRAND AVE
892832_SANDSTON CORP,SANDSTON CORP,6770,60,67,677,US,40950 WOODWARD AVENUE
"1729750_KUBIENT, INC.","KUBIENT, INC.",7373,70,73,737,US,"500 7TH AVE., SUITE 14A131"
"1512927_CHINA UNITED INSURANCE SERVICE, INC.","CHINA UNITED INSURANCE SERVICE, INC.",6411,60,64,641,TW,"7F, NO. 311 SECTION 3,"
1853920_VISCOGLIOSI BROTHERS ACQUISITION CORP,VISCOGLIOSI BROTHERS ACQUISITION CORP,6770,60,67,677,US,505 PARK AVENUE 14TH FLOOR
1846809_OCEANTECH ACQUISITIONS I CORP.,OCEANTECH ACQUISITIONS I CORP.,6770,60,67,677,US,"515 MADISON AVE., SUITE 8133"
1867066_JOURNEY MEDICAL CORP,JOURNEY MEDICAL CORP,2834,20,28,283,US,"9237 E VIA DE VENTURA BLVD., SUITE 105"
1856774_GAMES & ESPORTS EXPERIENCE ACQUISITION CORP.,GAMES & ESPORTS EXPERIENCE ACQUISITION CORP.,6770,60,67,677,KY,PO BOX 309 UGLAND HOUSE
1853397_XPAC ACQUISITION CORP.,XPAC ACQUISITION CORP.,6770,60,67,677,BR,AV. PRESIDENTE JUSCELINO KUBITSCHEK
89140_SERVOTRONICS INC /DE/,SERVOTRONICS INC /DE/,3420,20,34,342,US,1110 MAPLE ST
1682220_SACHEM CAPITAL CORP.,SACHEM CAPITAL CORP.,6798,60,67,679,US,568 EAST MAIN STREET
"1682639_EYENOVIA, INC.","EYENOVIA, INC.",2834,20,28,283,US,"295 MADISON AVENUE,"
"1661779_STARTENGINE CROWDFUNDING, INC.","STARTENGINE CROWDFUNDING, INC.",6199,60,61,619,US,4100 WEST ALAMEDA AVENUE
"1310383_SUMMIT HEALTHCARE REIT, INC","SUMMIT HEALTHCARE REIT, INC",6798,60,67,679,US,23382 MILL CREEK DRIVE
1856948_CHENGHE ACQUISITION CO.,CHENGHE ACQUISITION CO.,6770,60,67,677,HK,"4/F, ST. JOHN'S BUILDING"
1855693_FRONTIER INVESTMENT CORP,FRONTIER INVESTMENT CORP,6770,60,67,677,KY,PO BOX 309
1879848_PHOENIX MOTOR INC.,PHOENIX MOTOR INC.,3713,20,37,371,US,401 SOUTH DOUBLEDAY AVENUE
1874259_MAXPRO CAPITAL ACQUISITION CORP.,MAXPRO CAPITAL ACQUISITION CORP.,6770,60,67,677,TW,"5/F-4, NO. 89"
1824185_HH&L ACQUISITION CO.,HH&L ACQUISITION CO.,8071,70,80,807,HK,"C/O SAPPHIRE QI LI, ONE EXCHANGE SQUARE"
"1715819_ELECTROMEDICAL TECHNOLOGIES, INC","ELECTROMEDICAL TECHNOLOGIES, INC",3841,20,38,384,US,16561 N 92ND STREET
"1644963_AVENUE THERAPEUTICS, INC.","AVENUE THERAPEUTICS, INC.",2834,20,28,283,US,1111 KANE CONCOURSE
"1651407_CHECKPOINT THERAPEUTICS, INC.","CHECKPOINT THERAPEUTICS, INC.",2834,20,28,283,US,95 SAWYER ROAD
1885998_ROTH CH ACQUISITION V CO.,ROTH CH ACQUISITION V CO.,6770,60,67,677,US,888 SAN CLEMENTE DRIVE SUITE 400
1894057_PAPAYA GROWTH OPPORTUNITY CORP. I,PAPAYA GROWTH OPPORTUNITY CORP. I,6770,60,67,677,US,"52201 BROADWAY, SUITE 750"
"1815903_PETROS PHARMACEUTICALS, INC.","PETROS PHARMACEUTICALS, INC.",2834,20,28,283,US,"1185 AVENUE OF THE AMERICAS, 3RD FLOOR"
"1600983_KNIGHTSCOPE, INC.","KNIGHTSCOPE, INC.",3669,20,36,366,US,1070 TERRA BELLA AVENUE
